Protein IDs	Majority protein IDs	Peptides	Unique peptides	Score	Intensity	Intensity F01_Fraction1	Intensity F01_Fraction2	Intensity F01_Fraction3	Intensity F01_Fraction4	Intensity F02_FractionCyto	Intensity F02_FractionEnv	Intensity F04	Intensity F05	Intensity F06	Intensity F07_Fraction1	Intensity F07_Fraction2	Intensity F07_Fraction3	Intensity F07_Fraction4	Only identified by site	Reverse	Potential contaminant	id
MGYG000000382_00827	MGYG000000382_00827	2	1	0.52	6.5379E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.3521E6	9.9741E5	0E0	0E0	1.2165E6	2.9719E6				17441
MGYG000002052_00699	MGYG000002052_00699	4	2	0.52	1.0392E7	0E0	0E0	0E0	0E0	0E0	2.5607E6	1.3138E5	2.0685E6	1.6569E6	5.1941E5	5.2347E5	2.5356E6	3.9589E5				17442
MGYG000002544_02299	MGYG000002544_02299	1	1	0.52	5.9833E6	0E0	4.2094E5	9.4696E4	0E0	4.3602E6	0E0	0E0	0E0	7.9024E5	3.1723E5	0E0	0E0	0E0				17443
MGYG000001338_00594	MGYG000001338_00594	1	1	0.52	1.1382E6	0E0	1.0401E5	0E0	4.1685E5	2.1057E5	4.0674E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17444
sp|Q8NA31|TERB1_HUMAN	sp|Q8NA31|TERB1_HUMAN	1	1	0.52	1.8497E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.8497E6				17445
MGYG000002968_01697	MGYG000002968_01697	2	1	0.52	2.5003E5	0E0	0E0	0E0	0E0	2.5003E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17446
MGYG000000258_01296	MGYG000000258_01296	4	1	0.52	7.7511E4	0E0	0E0	0E0	0E0	0E0	0E0	3.4844E3	0E0	0E0	0E0	0E0	2.4064E4	4.9963E4				17447
MGYG000002255_01553	MGYG000002255_01553	1	1	0.52	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17448
MGYG000002768_01112	MGYG000002768_01112	1	1	0.52	2.275E6	7.8516E4	0E0	0E0	2.9421E4	2.2375E5	2.7509E5	0E0	0E0	2.9877E5	4.938E4	1.1801E5	7.0697E5	4.9506E5				17449
MGYG000002602_01149	MGYG000002602_01149	1	1	0.52	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17450
MGYG000000994_00772	MGYG000000994_00772	2	2	0.52	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17451
MGYG000000038_02117	MGYG000000038_02117	1	1	0.52	1.2694E6	0E0	0E0	0E0	0E0	0E0	1.843E5	0E0	0E0	0E0	1.0851E6	0E0	0E0	0E0				17452
MGYG000001690_03329	MGYG000001690_03329	1	1	0.52	4.5753E6	0E0	0E0	0E0	0E0	9.1679E5	1.0106E6	0E0	1.2323E6	1.2312E5	0E0	0E0	1.2925E6	0E0				17453
MGYG000000136_00149	MGYG000000136_00149	1	1	0.52	2.2657E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.4604E5	3.2228E5	4.0244E5	7.6138E5	3.3341E5	1.0018E5				17454
MGYG000000971_02832	MGYG000000971_02832	1	1	0.52	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17455
MGYG000001675_01945	MGYG000001675_01945	5	1	0.52	4.3953E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	4.3953E5	0E0	0E0	0E0	0E0				17456
sp|Q9UGI6|KCNN3_HUMAN	sp|Q9UGI6|KCNN3_HUMAN	1	1	0.52	2.5967E5	1.0712E3	0E0	0E0	0E0	8.659E4	2.3685E4	2.0811E3	6.6502E4	3.9365E4	0E0	4.0376E4	0E0	0E0				17457
MGYG000000039_00954	MGYG000000039_00954	1	1	0.52	1.6875E6	0E0	0E0	0E0	0E0	0E0	0E0	2.767E5	0E0	1.1136E6	2.9724E5	0E0	0E0	0E0				17458
MGYG000001338_01263	MGYG000001338_01263	3	1	0.52	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17459
MGYG000004541_00634	MGYG000004541_00634	1	1	0.52	2.7958E7	0E0	0E0	0E0	0E0	3.9992E6	4.8668E5	0E0	1.8593E7	0E0	2.1673E5	4.6618E6	0E0	0E0				17460
MGYG000000084_01415	MGYG000000084_01415	1	1	0.52	1.9337E8	0E0	0E0	0E0	0E0	0E0	0E0	0E0	4.5825E7	0E0	1.2587E7	1.2156E8	8.8743E6	4.5261E6				17461
MGYG000000318_00287	MGYG000000318_00287	1	1	0.52	3.1309E6	0E0	0E0	2.6895E5	0E0	9.6824E5	0E0	0E0	4.72E5	0E0	0E0	6.4005E5	7.817E5	0E0				17462
MGYG000003185_00356	MGYG000003185_00356	1	1	0.52	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17463
MGYG000003695_01239	MGYG000003695_01239	1	1	0.52	6.1988E6	7.5842E5	0E0	2.2148E5	2.4427E5	0E0	4.9747E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17464
MGYG000000387_00609	MGYG000000387_00609	1	1	0.52	1.1416E7	0E0	0E0	0E0	0E0	7.167E5	5.9946E6	1.0107E5	1.5085E6	3.9856E5	2.1013E6	0E0	0E0	5.9521E5				17465
MGYG000000262_01274	MGYG000000262_01274	3	1	0.52	8.0312E6	0E0	0E0	0E0	0E0	7.8835E6	0E0	1.4764E5	0E0	0E0	0E0	0E0	0E0	0E0				17466
MGYG000000137_01919	MGYG000000137_01919	2	2	0.52	6.691E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	3.3455E6	0E0	0E0	0E0	3.3455E6	0E0				17467
MGYG000000184_00411	MGYG000000184_00411	1	1	0.52	1.1761E5	0E0	0E0	0E0	0E0	0E0	0E0	1.4043E3	0E0	0E0	0E0	1.162E5	0E0	0E0				17468
MGYG000000251_01909	MGYG000000251_01909	1	1	0.52	1.8373E7	0E0	0E0	0E0	0E0	5.406E6	6.2974E6	0E0	8.4917E5	7.0301E5	3.1172E5	5.8115E5	1.1273E6	3.0973E6				17469
MGYG000000868_00862	MGYG000000868_00862	2	2	0.52	7.4912E6	0E0	0E0	4.0123E5	0E0	8.2842E5	8.2877E5	0E0	1.0027E6	7.7373E5	4.9893E5	9.9273E5	2.1647E6	0E0				17470
MGYG000000031_02093	MGYG000000031_02093	1	1	0.52	1.4336E7	0E0	0E0	0E0	0E0	3.2443E6	2.5582E6	4.5965E5	2.1903E6	2.7172E6	1.6955E6	1.4712E6	0E0	0E0				17471
MGYG000000489_01848	MGYG000000489_01848	4	2	0.52	7.3181E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	1.5671E5	4.2733E5	6.5789E4	8.1977E4	0E0	0E0				17472
MGYG000001712_05093	MGYG000001712_05093	1	1	0.52	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17473
MGYG000002475_01677	MGYG000002475_01677	1	1	0.51	7.0846E5	1.2237E3	0E0	0E0	0E0	7.4214E4	5.018E5	1.6786E4	0E0	0E0	0E0	1.2054E4	1.7308E4	8.5071E4				17474
MGYG000000157_01659	MGYG000000157_01659	2	1	0.51	4.6389E5	0E0	0E0	0E0	0E0	0E0	1.2838E5	0E0	0E0	0E0	0E0	3.3551E5	0E0	0E0				17475
MGYG000000263_00994	MGYG000000263_00994	1	1	0.51	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17476
MGYG000001601_01474	MGYG000001601_01474	3	1	0.51	2.5823E7	0E0	0E0	0E0	0E0	9.7617E6	0E0	3.5581E5	3.518E6	2.8482E6	1.0117E6	4.9753E5	5.1836E6	2.6465E6				17477
MGYG000001640_01866	MGYG000001640_01866	2	1	0.51	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17478
MGYG000001338_00638	MGYG000001338_00638	1	1	0.51	2.5816E6	0E0	5.061E5	0E0	0E0	1.9823E6	0E0	9.3187E4	0E0	0E0	0E0	0E0	0E0	0E0				17479
MGYG000003672_00888	MGYG000003672_00888	3	1	0.51	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17480
MGYG000000002_03394	MGYG000000002_03394	1	1	0.51	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17481
MGYG000001651_00156	MGYG000001651_00156	2	1	0.51	3.3227E7	0E0	5.3615E6	0E0	3.5875E5	1.1246E7	0E0	4.7662E5	6.1061E6	6.3717E6	1.1197E6	2.1875E6	0E0	0E0				17482
MGYG000003494_01343	MGYG000003494_01343	1	1	0.51	4.8201E7	0E0	0E0	0E0	0E0	2.7312E7	0E0	0E0	0E0	1.5705E6	3.1767E6	4.2256E6	1.1916E7	0E0				17483
MGYG000000034_01651	MGYG000000034_01651	1	1	0.51	1.0998E6	0E0	2.2094E4	0E0	0E0	6.9797E4	1.5283E5	4.6394E3	1.9224E5	1.5551E5	0E0	8.2075E4	2.5347E5	1.6717E5				17484
MGYG000001191_01672	MGYG000001191_01672	1	1	0.51	8.3813E4	0E0	0E0	0E0	1.0777E2	5.9206E3	2.9928E4	5.8193E3	1.2945E4	1.076E4	6.1259E3	0E0	0E0	1.2207E4				17485
MGYG000000193_00184	MGYG000000193_00184	6	1	0.51	2.176E5	0E0	0E0	0E0	0E0	0E0	0E0	2.8572E3	2.7629E4	4.1878E4	5.6551E3	2.4769E4	7.6744E4	3.8068E4				17486
MGYG000000251_01338	MGYG000000251_01338	2	2	0.51	7.4685E6	0E0	0E0	0E0	0E0	4.8264E5	6.9859E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17487
MGYG000003120_00196	MGYG000003120_00196	1	1	0.51	1.564E6	0E0	0E0	2.0253E5	0E0	1.3615E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17488
sp|Q9Y4D1|DAAM1_HUMAN	sp|Q9Y4D1|DAAM1_HUMAN	5	1	0.51	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17489
MGYG000000352_00037	MGYG000000352_00037	1	1	0.51	2.007E7	0E0	0E0	0E0	0E0	0E0	2.007E7	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17490
MGYG000002052_00841	MGYG000002052_00841	1	1	0.51	3.392E7	0E0	0E0	0E0	0E0	0E0	3.2422E7	1.4979E6	0E0	0E0	0E0	0E0	0E0	0E0				17491
MGYG000002994_01164	MGYG000002994_01164	2	1	0.51	1.9632E4	0E0	0E0	0E0	0E0	0E0	0E0	1.9632E4	0E0	0E0	0E0	0E0	0E0	0E0				17492
MGYG000000450_01358	MGYG000000450_01358	2	1	0.51	2.4458E6	0E0	0E0	0E0	3.1024E5	1.2853E6	0E0	3.3674E4	0E0	2.9481E5	5.2178E5	0E0	0E0	0E0				17493
MGYG000001187_00894	MGYG000001187_00894	1	1	0.51	1.5996E6	0E0	0E0	0E0	6.1745E4	2.4463E5	0E0	1.6602E4	3.8011E5	6.6264E4	0E0	0E0	7.1216E5	1.1809E5				17494
MGYG000001631_00836	MGYG000001631_00836	1	1	0.51	1.1832E7	0E0	0E0	0E0	0E0	7.1245E6	1.7613E6	7.8852E4	0E0	2.8671E6	0E0	0E0	0E0	0E0				17495
MGYG000004754_00255	MGYG000004754_00255	4	3	0.51	3.856E6	0E0	3.1427E5	0E0	0E0	1.3382E6	6.1093E5	0E0	1.3168E6	1.9699E5	7.8736E4	0E0	0E0	0E0				17496
MGYG000000216_02162	MGYG000000216_02162	2	1	0.51	6.0005E5	0E0	0E0	0E0	0E0	6.0005E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17497
MGYG000001712_00983	MGYG000001712_00983	2	1	0.51	6.4408E6	0E0	5.956E5	6.0899E5	1.7106E5	0E0	7.0701E5	4.1097E4	0E0	1.1989E6	0E0	9.3248E5	6.7945E5	1.5062E6				17498
MGYG000004680_00744	MGYG000004680_00744	1	1	0.51	1.8009E7	0E0	0E0	0E0	0E0	8.7489E6	0E0	5.7458E5	7.9212E6	0E0	7.6386E5	0E0	0E0	0E0				17499
MGYG000000137_02948	MGYG000000137_02948	3	1	0.51	1.5757E6	0E0	0E0	0E0	0E0	1.5757E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17500
MGYG000000258_01017	MGYG000000258_01017	2	1	0.51	9.2321E5	0E0	3.0531E5	2.4946E5	0E0	0E0	0E0	0E0	0E0	3.6844E5	0E0	0E0	0E0	0E0				17501
MGYG000003695_02287	MGYG000003695_02287	1	1	0.51	8.7834E6	0E0	7.6232E5	0E0	0E0	2.31E6	0E0	6.5324E4	1.5798E6	0E0	0E0	3.4099E5	1.8944E6	1.8305E6				17502
MGYG000000002_02048	MGYG000000002_02048	1	1	0.51	3.4518E4	0E0	0E0	0E0	0E0	0E0	0E0	1.9262E2	1.0395E4	1.0446E4	3.1801E3	0E0	0E0	1.0304E4				17503
MGYG000004680_02647	MGYG000004680_02647	1	1	0.51	3.938E6	0E0	0E0	0E0	0E0	9.3531E5	2.5407E6	2.2978E4	4.3895E5	0E0	0E0	0E0	0E0	0E0				17504
MGYG000000031_01349	MGYG000000031_01349	2	2	0.51	1.8811E6	0E0	0E0	0E0	0E0	0E0	0E0	1.651E5	4.2075E5	0E0	0E0	4.9503E4	7.5354E5	4.9222E5				17505
MGYG000002197_00085	MGYG000002197_00085	2	1	0.51	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17506
MGYG000001505_01183	MGYG000001505_01183	1	1	0.51	4.7702E6	0E0	0E0	0E0	0E0	0E0	2.3227E6	0E0	8.1483E5	0E0	0E0	1.2669E6	0E0	3.6582E5				17507
MGYG000001764_00813	MGYG000001764_00813	1	1	0.51	3.0756E5	0E0	0E0	0E0	0E0	0E0	0E0	4.9207E3	0E0	0E0	0E0	0E0	0E0	3.0264E5				17508
MGYG000000195_00167	MGYG000000195_00167	1	1	0.51	6.2601E5	0E0	0E0	0E0	0E0	3.3626E5	2.8975E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17509
MGYG000002602_00100	MGYG000002602_00100	2	1	0.51	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17510
MGYG000003937_00133	MGYG000003937_00133	1	1	0.51	1.344E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	5.2984E5	8.142E5				17511
MGYG000002290_02909	MGYG000002290_02909	1	1	0.5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17512
MGYG000000312_01615	MGYG000000312_01615	2	1	0.5	7.4369E5	0E0	0E0	0E0	1.8728E5	5.5641E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17513
MGYG000000312_00250	MGYG000000312_00250	1	1	0.5	5.1096E6	0E0	0E0	0E0	0E0	3.5972E5	0E0	1.6617E4	6.4182E5	1.4778E6	1.6757E6	9.3789E5	0E0	0E0				17514
MGYG000000196_01661	MGYG000000196_01661	3	1	0.5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17515
MGYG000000262_00414	MGYG000000262_00414	1	1	0.5	7.7006E5	5.8589E4	4.296E3	0E0	0E0	3.081E5	3.9907E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17516
MGYG000000065_02497	MGYG000000065_02497	1	1	0.5	1.7919E6	0E0	4.2212E4	1.3209E5	2.6344E4	0E0	7.6205E5	2.1458E5	6.1463E5	0E0	0E0	0E0	0E0	0E0				17517
MGYG000000190_01199	MGYG000000190_01199	1	1	0.5	3.4854E6	3.6214E4	0E0	2.3104E2	0E0	3.3821E5	8.4846E5	2.835E3	7.4015E5	5.5086E5	1.3442E5	8.3397E5	0E0	0E0				17518
MGYG000000193_02346	MGYG000000193_02346	2	2	0.5	2.1981E6	0E0	5.9898E4	1.2225E5	0E0	7.6449E5	0E0	3.1747E4	3.936E5	1.2266E5	1.4146E5	1.7973E5	3.0508E5	7.7194E4				17519
MGYG000000028_00840	MGYG000000028_00840	1	1	0.5	2.292E6	0E0	0E0	0E0	0E0	1.226E6	1.066E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17520
sp|P28288|ABCD3_HUMAN	sp|P28288|ABCD3_HUMAN	4	2	0.5	8.8281E5	0E0	0E0	3.2031E4	0E0	1.2224E5	0E0	0E0	0E0	7.2854E5	0E0	0E0	0E0	0E0				17521
MGYG000000427_01754	MGYG000000427_01754	1	1	0.5	6.7147E4	0E0	1.3181E2	0E0	0E0	1.0639E4	1.2687E4	7.4626E2	6.8854E3	9.6805E3	0E0	2.8984E3	2.051E4	2.9691E3				17522
MGYG000001292_01207	MGYG000001292_01207	1	1	0.5	3.771E6	0E0	8.8223E5	1.6618E5	0E0	0E0	0E0	4.7423E5	0E0	1.4734E6	0E0	7.7497E5	0E0	0E0				17523
MGYG000000191_00269	MGYG000000191_00269	1	1	0.5	2.9573E7	0E0	0E0	0E0	0E0	1.2832E7	1.0749E7	0E0	8.4217E5	0E0	0E0	1.139E6	4.0108E6	0E0				17524
MGYG000003370_01522	MGYG000003370_01522	4	1	0.5	1.2645E5	0E0	0E0	0E0	0E0	0E0	0E0	3.9764E2	4.0282E4	1.5405E4	1.7836E4	1.8791E4	3.3736E4	0E0				17525
MGYG000001614_00195	MGYG000001614_00195	1	1	0.5	5.7923E6	0E0	0E0	0E0	0E0	0E0	1.7833E6	0E0	0E0	2.1236E6	0E0	0E0	0E0	1.8854E6				17526
MGYG000000726_00193	MGYG000000726_00193	2	1	0.5	5.4985E5	1.6553E3	0E0	0E0	0E0	6.3765E4	3.6958E4	2.007E3	9.8443E4	7.6072E4	0E0	3.996E4	1.5742E5	7.3567E4				17527
MGYG000003449_01731	MGYG000003449_01731	1	1	0.5	5.8164E6	0E0	1.2676E5	4.4688E4	0E0	0E0	0E0	0E0	1.2709E6	2.0066E5	2.9214E5	1.0623E6	2.2173E6	6.0156E5				17528
MGYG000001690_00917	MGYG000001690_00917	1	1	0.5	7.0202E6	0E0	0E0	0E0	0E0	2.6631E4	0E0	0E0	1.9245E6	3.618E4	2.638E5	0E0	3.4572E6	1.3119E6				17529
MGYG000000039_00718	MGYG000000039_00718	2	1	0.5	3.4275E6	0E0	0E0	0E0	0E0	2.6521E6	0E0	5.0044E4	0E0	0E0	0E0	0E0	0E0	7.2542E5				17530
MGYG000000039_01870	MGYG000000039_01870	1	1	0.5	3.0692E5	0E0	5.4818E3	0E0	0E0	0E0	1.0196E5	7.3584E3	0E0	0E0	0E0	0E0	7.1495E4	1.2063E5				17531
MGYG000000971_01420	MGYG000000971_01420	1	1	0.5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17532
MGYG000003656_02176	MGYG000003656_02176	1	1	0.5	4.5403E5	0E0	0E0	2.6069E3	0E0	2.6718E4	9.7332E4	1.667E4	0E0	3.107E5	0E0	0E0	0E0	0E0				17533
MGYG000001797_00296	MGYG000001797_00296	2	1	0.5	1.6789E6	0E0	0E0	0E0	0E0	0E0	0E0	1.1608E5	6.4036E5	5.5922E5	1.7538E5	1.8783E5	0E0	0E0				17534
MGYG000000062_00050	MGYG000000062_00050	1	1	0.5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17535
MGYG000001429_01002	MGYG000001429_01002	2	1	0.5	8.4407E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	8.4407E6	0E0	0E0	0E0				17536
MGYG000001789_02433	MGYG000001789_02433	4	1	0.5	2.6987E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	7.5293E5	4.7757E5	0E0	2.9365E5	0E0	1.1746E6				17537
MGYG000000142_00814	MGYG000000142_00814	4	2	0.5	4.1028E5	2.7821E3	0E0	0E0	0E0	1.4048E5	1.825E5	1.7303E3	2.1948E4	0E0	1.8217E4	2.131E4	0E0	2.131E4				17538
MGYG000000262_01551	MGYG000000262_01551	1	1	0.5	1.2789E7	0E0	2.2334E6	0E0	3.8017E5	1.4598E6	1.554E6	3.347E5	6.1078E6	7.1858E5	0E0	0E0	0E0	0E0				17539
MGYG000003353_02194	MGYG000003353_02194	1	1	0.5	1.0811E7	0E0	0E0	0E0	0E0	2.4055E6	8.3788E6	2.7138E4	0E0	0E0	0E0	0E0	0E0	0E0				17540
MGYG000000385_01552	MGYG000000385_01552	1	1	0.5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17541
MGYG000004041_01126	MGYG000004041_01126	2	1	0.5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17542
MGYG000000755_00715	MGYG000000755_00715	2	1	0.5	5.2819E7	0E0	0E0	0E0	0E0	0E0	0E0	0E0	2.0893E7	2.0448E7	2.4367E6	4.9355E6	2.8567E6	1.25E6				17543
MGYG000001903_00563	MGYG000001903_00563	1	1	0.5	1.9702E5	0E0	0E0	0E0	0E0	0E0	0E0	1.7256E3	5.813E4	7.0675E4	9.2396E3	2.9088E4	2.2249E4	5.9172E3				17544
MGYG000000427_00950	MGYG000000427_00950	1	1	0.5	3.0799E6	0E0	0E0	0E0	0E0	6.004E4	9.563E5	1.0927E5	0E0	5.9905E5	0E0	2.5736E5	1.0979E6	0E0				17545
MGYG000002965_00537	MGYG000002965_00537	1	1	0.49	1.0571E7	0E0	0E0	0E0	0E0	9.0993E6	0E0	0E0	0E0	0E0	0E0	1.4715E6	0E0	0E0				17546
MGYG000001611_01163	MGYG000001611_01163	2	1	0.49	8.9756E5	7.7429E3	0E0	1.0413E5	0E0	3.4571E4	7.6104E4	2.4308E4	1.5883E5	1.0529E5	3.323E4	0E0	2.6944E5	8.3913E4				17547
MGYG000000128_00668	MGYG000000128_00668	2	1	0.49	9.1208E5	0E0	0E0	0E0	0E0	0E0	0E0	1.5484E5	0E0	4.7885E5	1.0912E5	0E0	1.6927E5	0E0				17548
MGYG000001623_00627	MGYG000001623_00627	1	1	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17549
MGYG000001456.1_00825	MGYG000001456.1_00825	1	1	0.49	8.4842E5	0E0	0E0	1.5464E4	0E0	9.9437E4	0E0	3.59E3	2.7004E5	0E0	1.0291E5	2.0112E5	9.5885E4	5.997E4				17550
MGYG000000315_00177	MGYG000000315_00177	3	1	0.49	1.6897E7	0E0	0E0	0E0	0E0	0E0	0E0	1.2082E6	0E0	0E0	1.643E6	2.3571E6	1.1689E7	0E0				17551
MGYG000000349_00396	MGYG000000349_00396	2	1	0.49	9.2622E6	0E0	0E0	4.7486E6	0E0	0E0	0E0	3.0478E5	0E0	3.3984E6	0E0	0E0	8.1038E5	0E0				17552
MGYG000003142_03280	MGYG000003142_03280	2	1	0.49	1.1219E6	0E0	0E0	0E0	1.6041E4	0E0	0E0	0E0	1.8502E5	2.1366E5	6.3295E3	6.1952E4	2.6262E5	3.763E5				17553
MGYG000001637_01761	MGYG000001637_01761	3	1	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17554
MGYG000003937_00283	MGYG000003937_00283	1	1	0.49	6.6212E6	0E0	0E0	0E0	0E0	1.7484E6	1.4995E6	1.4205E5	0E0	8.363E5	0E0	0E0	2.3949E6	0E0				17555
MGYG000001505_00625	MGYG000001505_00625	1	1	0.49	5.6033E6	0E0	0E0	0E0	0E0	5.8514E5	3.8639E6	1.012E5	0E0	3.9535E5	1.406E5	5.1708E5	0E0	0E0				17556
MGYG000000050_00638	MGYG000000050_00638	1	1	0.49	1.5717E6	0E0	0E0	0E0	0E0	2.6441E5	1.0584E6	0E0	0E0	0E0	0E0	2.489E5	0E0	0E0				17557
MGYG000000459_00243	MGYG000000459_00243	1	1	0.49	1.2773E6	0E0	0E0	0E0	0E0	1.8705E5	1.0903E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17558
MGYG000000140_01614	MGYG000000140_01614	1	1	0.49	3.5956E6	0E0	0E0	0E0	0E0	5.0957E5	2.6191E6	0E0	0E0	4.6695E5	0E0	0E0	0E0	0E0				17559
MGYG000004547_00109	MGYG000004547_00109	1	1	0.49	1.648E6	0E0	0E0	0E0	0E0	1.648E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17560
MGYG000000262_02741	MGYG000000262_02741	9	1	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17561
MGYG000000193_03107	MGYG000000193_03107	2	2	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17562
MGYG000000031_02063	MGYG000000031_02063	2	1	0.49	1.0203E7	0E0	0E0	0E0	0E0	0E0	3.5536E6	1.9071E5	2.3275E6	1.389E6	8.4843E5	1.8939E6	0E0	0E0				17563
MGYG000000031_01463	MGYG000000031_01463	3	2	0.49	5.3472E6	0E0	0E0	0E0	0E0	0E0	2.4154E6	4.5361E4	0E0	0E0	1.5843E5	3.3101E5	2.397E6	0E0				17564
MGYG000000193_00672	MGYG000000193_00672	2	2	0.49	6.4826E5	0E0	0E0	0E0	0E0	0E0	0E0	3.0159E3	1.2135E5	1.3662E4	3.3489E4	5.9931E4	1.4955E5	2.6726E5				17565
MGYG000000311_00842	MGYG000000311_00842	1	1	0.49	1.6696E7	0E0	0E0	0E0	0E0	9.1966E6	3.2345E6	0E0	2.7457E6	0E0	1.5195E6	0E0	0E0	0E0				17566
MGYG000000002_02250	MGYG000000002_02250	1	1	0.49	8.2835E6	0E0	0E0	0E0	2.4484E6	1.283E6	3.3583E6	9.3655E4	0E0	1.1001E6	0E0	0E0	0E0	0E0				17567
MGYG000004797_03046	MGYG000004797_03046	1	1	0.49	2.9959E6	0E0	0E0	0E0	0E0	2.9959E6	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17568
MGYG000000031_01100	MGYG000000031_01100	1	1	0.49	5.063E5	0E0	3.6654E4	0E0	0E0	2.2569E5	0E0	0E0	0E0	7.7932E4	0E0	0E0	0E0	1.6603E5				17569
MGYG000000312_01774	MGYG000000312_01774	5	1	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17570
MGYG000000123_03719	MGYG000000123_03719	2	1	0.49	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17571
MGYG000000479_01403	MGYG000000479_01403	1	1	0.49	7.6999E5	5.9773E3	0E0	0E0	8.8982E2	2.0174E5	3.5373E5	4.5863E4	0E0	1.2552E5	8.8925E3	0E0	0E0	2.7388E4				17572
MGYG000000200_02973	MGYG000000200_02973	1	1	0.49	4.3976E5	0E0	0E0	0E0	0E0	4.3976E5	0E0	0E0	0E0	0E0	0E0	0E0	0E0	0E0				17573
